domain_id,role,opponent,opponent_seen,meta_agent_choice,meta_agent_score,meta_agent_utility,meta_agent_nash,oracle_choice,oracle_score,oracle_utility,oracle_nash,avgbest_score,meta_agrees_oracle,score_AspirationNegotiator,utility_AspirationNegotiator,nash_AspirationNegotiator,score_BoulwareTBNegotiator,utility_BoulwareTBNegotiator,nash_BoulwareTBNegotiator,score_NaiveTitForTatNegotiator,utility_NaiveTitForTatNegotiator,nash_NaiveTitForTatNegotiator,score_TimeBasedConcedingNegotiator,utility_TimeBasedConcedingNegotiator,nash_TimeBasedConcedingNegotiator,score_BOA_Boulware,utility_BOA_Boulware,nash_BOA_Boulware
domain36,B,TopFractionNegotiator,False,BoulwareTBNegotiator,0.8091162868831445,0.8240191159,0.7743430191771483,BoulwareTBNegotiator,0.8091162868831445,0.8240191159,0.7743430191771483,0.7256805353500949,True,0.5741787961165031,0.599441407,0.5152327040550105,0.8091162868831445,0.8240191159,0.7743430191771483,0.6764440797894249,0.79153734,0.4078931392980831,0.7967795653684182,0.8347717759,0.7081310741280612,0.771883948592984,0.8245623847,0.6489675976766135
domain36,B,FirstOfferOrientedTBNegotiator,False,BoulwareTBNegotiator,0.4651205011017554,0.5374228875,0.2964149328391848,BOA_Boulware,0.771883948592984,0.8245623847,0.6489675976766135,0.49904909037965,False,0.4651205011017554,0.5374228875,0.2964149328391848,0.4651205011017554,0.5374228875,0.2964149328391848,0.32799999999999996,0.4,0.16000000000000003,0.4651205011017554,0.5374228875,0.2964149328391848,0.771883948592984,0.8245623847,0.6489675976766135
domain37,A,AspirationNegotiator,True,NaiveTitForTatNegotiator,0.32799999999999996,0.4,0.16000000000000003,AspirationNegotiator,0.32799999999999996,0.4,0.16000000000000003,0.273618826000252,False,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.05609413000126,0.060004952800000004,0.0469688768042
domain37,A,BoulwareTBNegotiator,True,NaiveTitForTatNegotiator,0.32799999999999996,0.4,0.16000000000000003,AspirationNegotiator,0.32799999999999996,0.4,0.16000000000000003,0.273618826000252,False,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.05609413000126,0.060004952800000004,0.0469688768042
domain37,A,NaiveTitForTatNegotiator,True,NaiveTitForTatNegotiator,0.32799999999999996,0.4,0.16000000000000003,AspirationNegotiator,0.32799999999999996,0.4,0.16000000000000003,0.29903626251999993,False,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.18318131259999998,0.18318131259999998,0.18318131259999998
domain37,A,TimeBasedConcedingNegotiator,True,NaiveTitForTatNegotiator,0.32799999999999996,0.4,0.16000000000000003,AspirationNegotiator,0.32799999999999996,0.4,0.16000000000000003,0.273618826000252,False,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.05609413000126,0.060004952800000004,0.0469688768042
domain37,A,BOA_Boulware,True,NaiveTitForTatNegotiator,0.7273866136,1.0,0.09128871200000001,NaiveTitForTatNegotiator,0.7273866136,1.0,0.09128871200000001,0.4142693210160198,True,0.423673679974953,0.59655,0.020295599916510004,0.423673679974953,0.59655,0.020295599916510004,0.7273866136,1.0,0.09128871200000001,0.423673679974953,0.59655,0.020295599916510004,0.07293895155524013,0.0766101067,0.06437292288413375
domain37,A,LinearTBNegotiator,True,NaiveTitForTatNegotiator,0.32799999999999996,0.4,0.16000000000000003,AspirationNegotiator,0.32799999999999996,0.4,0.16000000000000003,0.273618826000252,False,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.05609413000126,0.060004952800000004,0.0469688768042
domain37,A,ConcederTBNegotiator,True,NaiveTitForTatNegotiator,0.32799999999999996,0.4,0.16000000000000003,AspirationNegotiator,0.32799999999999996,0.4,0.16000000000000003,0.273618826000252,False,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.32799999999999996,0.4,0.16000000000000003,0.05609413000126,0.060004952800000004,0.0469688768042
domain37,A,BOA_Hardliner,True,NaiveTitForTatNegotiator,0.7273866136,1.0,0.09128871200000001,NaiveTitForTatNegotiator,0.7273866136,1.0,0.09128871200000001,0.4380781058371497,True,0.423673679974953,0.59655,0.020295599916510004,0.423673679974953,0.59655,0.020295599916510004,0.7273866136,1.0,0.09128871200000001,0.423673679974953,0.59655,0.020295599916510004,0.1919828756608895,0.19565755,0.18340863553629838
