domain_id,role,opponent,opponent_seen,agent,utility,opp_utility,nash,score,agreement
domain01,A,BoulwareTBNegotiator,True,BoulwareTBNegotiator,0.7245617266,0.6217195128,0.4504741636552788,0.6423354577165836,True
domain01,A,BoulwareTBNegotiator,True,NaiveTitForTatNegotiator,0.7216229215,0.7984394152,0.5761721834373754,0.6779877000812127,True
domain01,A,BoulwareTBNegotiator,True,TimeBasedConcedingNegotiator,0.7245617266,0.6217195128,0.4504741636552788,0.6423354577165836,True
domain01,A,BoulwareTBNegotiator,True,BOA_Boulware,0.5582928157,0.7796479413,0.43527184440308536,0.5213865243109257,True
domain01,A,NaiveTitForTatNegotiator,True,AspirationNegotiator,0.7120332987999999,0.7101389076,0.5056425489846563,0.6501160738553968,True
domain01,A,NaiveTitForTatNegotiator,True,BoulwareTBNegotiator,0.9437391852,0.7119328584999999,0.6718789357978968,0.862181110379369,True
domain01,A,NaiveTitForTatNegotiator,True,NaiveTitForTatNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain01,A,NaiveTitForTatNegotiator,True,TimeBasedConcedingNegotiator,0.9437391852,0.7119328584999999,0.6718789357978968,0.862181110379369,True
domain01,A,NaiveTitForTatNegotiator,True,BOA_Boulware,0.9437391852,0.7119328584999999,0.6718789357978968,0.862181110379369,True
domain01,A,TimeBasedConcedingNegotiator,True,AspirationNegotiator,0.6374996652,0.7657907477,0.4881913452720077,0.5927071692216023,True
domain01,A,TimeBasedConcedingNegotiator,True,BoulwareTBNegotiator,0.7245617266,0.6217195128,0.4504741636552788,0.6423354577165836,True
domain01,A,TimeBasedConcedingNegotiator,True,NaiveTitForTatNegotiator,0.7216229215,0.7984394152,0.5761721834373754,0.6779877000812127,True
domain01,A,TimeBasedConcedingNegotiator,True,TimeBasedConcedingNegotiator,0.7245617266,0.6217195128,0.4504741636552788,0.6423354577165836,True
domain01,A,TimeBasedConcedingNegotiator,True,BOA_Boulware,0.5582928157,0.7796479413,0.43527184440308536,0.5213865243109257,True
domain01,A,BOA_Boulware,True,AspirationNegotiator,0.6752115616999999,0.6030001852999999,0.4071526968218022,0.5947939022365405,True
domain01,A,BOA_Boulware,True,BoulwareTBNegotiator,0.6752115616999999,0.6030001852999999,0.4071526968218022,0.5947939022365405,True
domain01,A,BOA_Boulware,True,NaiveTitForTatNegotiator,1.0,0.28569367149999997,0.28569367149999997,0.7857081014499999,True
domain01,A,BOA_Boulware,True,TimeBasedConcedingNegotiator,0.6752115616999999,0.6030001852999999,0.4071526968218022,0.5947939022365405,True
domain01,A,BOA_Boulware,True,BOA_Boulware,0.2759355962,0.5584780716000001,0.15410397965157233,0.2393861112354717,True
domain01,A,LinearTBNegotiator,True,AspirationNegotiator,0.8687008414999999,0.6174718751999999,0.5363983375888228,0.7690100903266468,True
domain01,A,LinearTBNegotiator,True,BoulwareTBNegotiator,0.9437391852,0.7119328584999999,0.6718789357978968,0.862181110379369,True
domain01,A,LinearTBNegotiator,True,NaiveTitForTatNegotiator,0.7216229215,0.7984394152,0.5761721834373754,0.6779877000812127,True
domain01,A,LinearTBNegotiator,True,TimeBasedConcedingNegotiator,0.9437391852,0.7119328584999999,0.6718789357978968,0.862181110379369,True
domain01,A,LinearTBNegotiator,True,BOA_Boulware,0.9437391852,0.7119328584999999,0.6718789357978968,0.862181110379369,True
domain01,A,ConcederTBNegotiator,True,AspirationNegotiator,0.9967008414999999,0.6149477899,0.6129189796718951,0.8815662829515685,True
domain01,A,ConcederTBNegotiator,True,BoulwareTBNegotiator,0.9967008414999999,0.6149477899,0.6129189796718951,0.8815662829515685,True
