domain_id,role,opponent,opponent_seen,score,utility,opp_utility,nash,agreement,rounds,predicted_e
domain03,A,ConcederTBNegotiator,True,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,0.3221525549888611
domain03,A,BOA_Hardliner,True,0.3923040324060902,0.42586067520000004,0.7373425571,0.31400519922030057,True,98,3.0
domain03,A,BOA_Conceder,True,0.39779495075699917,0.4625382186,0.5334204091,0.24672732578999723,True,81,2.0
domain03,A,BOA_Moderate,True,0.43219346334757613,0.4831286037,0.6485743136,0.3133448025252539,True,79,1.946612298488617
domain03,A,MiCRONegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,0.32443538308143616
domain03,A,NiceNegotiator,False,0.74632379851,1.0,0.1544126617,0.1544126617,True,1,0.5
domain03,A,RandomNegotiator,False,0.7363769687747788,0.986415715,0.1550596014,0.152953227582596,True,6,0.3386729061603546
domain03,A,ToughNegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,3.0
domain03,A,SimpleTitForTatNegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,3.0
domain03,A,TopFractionNegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,0.11128133639693256
domain03,A,FirstOfferOrientedTBNegotiator,False,0.6188266800837201,0.698062531,0.6216391922999999,0.43394302794573364,True,91,1.2977415323257446
domain03,B,AspirationNegotiator,True,0.56533034299372,0.6216391922999999,0.698062531,0.43394302794573364,True,86,3.0
domain03,B,BoulwareTBNegotiator,True,0.4741305822152216,0.5262497832,0.6698703249,0.3525191132507386,True,88,3.0
domain03,B,NaiveTitForTatNegotiator,True,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,3.0
domain03,B,TimeBasedConcedingNegotiator,True,0.4741305822152216,0.5262497832,0.6698703249,0.3525191132507386,True,88,3.0
domain03,B,BOA_Boulware,True,0.4610210421607386,0.5272417428,0.5813387847,0.306506074002462,True,95,3.0
domain03,B,LinearTBNegotiator,True,0.5330027151613029,0.6177964095999998,0.5424938641,0.33515076147101025,True,78,1.4650540351867676
domain03,B,ConcederTBNegotiator,True,0.617359501120168,0.7381392046999999,0.45457576380000003,0.335540192767227,True,70,0.48932650685310364
domain03,B,BOA_Hardliner,True,0.48727191156860045,0.5297178854,0.7329020157,0.3882313059620016,True,98,3.0
domain03,B,BOA_Conceder,True,0.8337975206629756,0.9956505366,0.4581331167,0.4561404834765854,True,91,0.9767026901245117
domain03,B,BOA_Moderate,True,0.5629821234963648,0.6213810298999999,0.6867251944,0.42671800855454967,True,74,3.0
domain03,B,MiCRONegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,3.0
domain03,B,NiceNegotiator,False,0.7522555103799999,1.0,0.1741850346,0.1741850346,True,1,0.5
domain03,B,RandomNegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,16,0.49129921197891235
domain03,B,ToughNegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,3.0
domain03,B,SimpleTitForTatNegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,3.0
domain03,B,TopFractionNegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,0.48835134506225586
domain03,B,FirstOfferOrientedTBNegotiator,False,0.4741305822152216,0.5262497832,0.6698703249,0.3525191132507386,True,88,3.0
domain04,A,AspirationNegotiator,True,0.48758486579275656,0.5441593017,0.6534444004999999,0.35557784867585507,True,89,1.1311256289482117
domain04,A,BoulwareTBNegotiator,True,0.594933849160578,0.6638085153,0.6541439056999999,0.43422629483526015,True,89,1.1311256289482117
domain04,A,NaiveTitForTatNegotiator,True,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,3.0
